,display_name,purchase_end,distance,items_available,category,description,badges,rating,addres_line,pickup_interval.start,pickup_interval.end
136,Ruru Baked (Surprise Bag),,12.481522677651098,0,BAKED_GOODS,Your surprise bag may contain cookies or other delicious baked goods!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 11, 'month_count': 0}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 11, 'month_count': 0}]",4.818181818181818,"659 Lansdowne Ave, Toronto, ON M6H 3Y2, Canada",NaT,NaT
138,Tagpuan (Kennedy Rd.) (Prepared Items),2023-02-26T23:00:00Z,12.496501278142683,10,MEAL,"Save a surprise bag and enjoy delicious prepared dishes leftover from the day such as chicken, pork or other items that are still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 77, 'user_count': 81, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 79, 'user_count': 81, 'month_count': 6}]",3.7162162162162162,"707 Kennedy Rd, Scarborough, ON M1K 3M6, Canada",0-02-26 17:30:00,0-02-26 18:00:00
140,Aunt Beth Bakes (Whiskey Cookie Surprise Bag),,12.505669164307914,0,BAKED_GOODS,"Save a surprise bag filled with cookies made with a Hint Of Whisky. Your surprise bag may contain baked goods that the kitchen has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 107, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 107, 'month_count': 1}]",4.4953271028037385,"53 Campbell Ave, Toronto, ON M6P 3T9, Canada",NaT,NaT
141,Metro - 89 Gould St (Baked Goods),2023-02-26T23:00:00Z,12.510362186715899,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 209, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 209, 'month_count': 3}]",4.124401913875598,"89 Gould St, Toronto, ON M5B 2R2, Canada",0-02-26 16:00:00,0-02-26 18:00:00
142,Metro - 89 Gould St (Cake Bag),,12.510362186715899,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 112, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 112, 'month_count': 2}]",4.446428571428571,"89 Gould St, Toronto, ON M5B 2R2, Canada",NaT,NaT
144,Tim Hortons - 3157 Dundas St W (Baked Goods),2023-02-27T02:30:00Z,12.520428768149525,2,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 54, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 54, 'month_count': 4}]",4.5,"3157 Dundas St W, Toronto, ON M6P 2A2, Canada",0-02-26 20:30:00,0-02-26 21:30:00
145,Tsuchi Cafe (Surprise Bag),,12.526129922066268,0,OTHER,"Your Surprise Bag may contain baked goods, fresh bowls, sauces, and other vegan items. These items may be past their best-before date but will still be good to eat.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 443, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 443, 'month_count': 6}]",4.250591016548463,"688 College St, Toronto, ON M6G 1C1, Canada",NaT,NaT
146,Balzac's Coffee Roasters - Image Arts Cafe (Baked Goods),,12.526355697644988,0,BAKED_GOODS,"Your Surprise Bag will most likely contain an assortment of surplus baked goods, such as pastries, muffins, scones, or cookies, as well as the occasional juice! Items may be close to or past their ""best before date"" - however everything will be safe to consume!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 58, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 58, 'month_count': 6}]",4.357142857142857,"122 Bond St, Toronto, ON M5B 1X8, Canada",NaT,NaT
149,Kiss My Pans (Small Surprise Bag),,12.545315153451995,0,OTHER,"The Surprise Bag may contain a combination of baked goods, fruit, cheese, and/or charcuterie.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 42, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 42, 'month_count': 6}]",3.875,"567 College St, Toronto, ON M6G 3W9, Canada",NaT,NaT
150,Kiss My Pans (Big Surprise Bag),2023-02-26T20:00:00Z,12.545315153451995,0,OTHER,"The Surprise Bag may contain a combination of baked goods, fruit, cheese, and/or charcuterie. Some items maybe close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 60, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 60, 'month_count': 6}]",4.035714285714286,"567 College St, Toronto, ON M6G 3W9, Canada",0-02-26 15:30:00,0-02-26 16:00:00
152,Sotto Voce Wine & Pasta bar,,12.547869648382745,0,MEAL,This surprise bag may contain any menu items and bread at the end of the day! High quality Italian food from a business that's been in town for over 25 years! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 72, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 72, 'month_count': 5}]",4.194444444444445,"595 College St, Toronto, ON M6G 1A9, Canada",NaT,NaT
154,Carbonic Coffee,2023-02-26T23:00:00Z,12.549855565696518,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 72, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 72, 'month_count': 6}]",4.220588235294118,"37 Baldwin St, Toronto, ON M5T 1L1, Canada",0-02-26 17:40:00,0-02-26 18:00:00
155,Koh Lipe Thai Kitchen,,12.552361550575178,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 64, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 64, 'month_count': 6}]",4.745762711864407,"35 Baldwin St, Toronto, ON M5T 1L1, Canada",NaT,NaT
156,84 Nassau Street Cafe (Baked Goods),2023-02-26T21:00:00Z,12.559606347005722,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 115, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 115, 'month_count': 4}]",4.71304347826087,"84 Nassau St, Toronto, ON M5T 1M5, Canada",0-02-26 15:00:00,0-02-26 16:00:00
157,YamChops (Small Bag),,12.579069762819882,0,GROCERIES,"Your surprise bag will contain a delicious meal but may need a bit of transformation such as heating to your taste. Some items may be leftover from the day, however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 69, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 69, 'month_count': 3}]",4.159420289855072,"705 College St, Toronto, ON M6G 1C2, Canada",NaT,NaT
158,Little Pebbles (Baked goods),,12.588800374841217,0,BAKED_GOODS,"Rescue a Surprise Bag filled with tasty pastries that the store has left at the end of their day, however still great to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 72, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 72, 'month_count': 6}]",4.318840579710145,"160 Baldwin St #8, Toronto, ON M5T 3K7, Canada",NaT,NaT
159,Veggie D'Light,2023-02-27T01:00:00Z,12.588800374841217,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 51, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 51, 'month_count': 6}]",4.4222222222222225,"160 Baldwin St, Toronto, ON M5T 3K7, Canada",0-02-26 18:30:00,0-02-26 20:00:00
161,CRUMBS GOURMET PATTIES (Surprise Bag),,12.588800374841217,0,OTHER,It's a surprise! Your surprise bag it will be filled with delicious food that the store has left over at the end of the day. It may contain standard patties without the stuffings of their famous remixed items. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 22, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 22, 'month_count': 5}]",4.590909090909091,"160 Baldwin St, Toronto, ON M5T 3K7, Canada",NaT,NaT
162,Metro - 735 College St (Baked Goods),2023-02-26T23:00:00Z,12.598836994128785,5,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 90, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 90, 'month_count': 3}]",4.344444444444444,"735 College St, Toronto, ON M6G 1C5, Canada",0-02-26 16:00:00,0-02-26 18:00:00
163,Metro - 735 College St (Cake Bag),,12.598836994128785,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 63, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 63, 'month_count': 2}]",4.666666666666667,"735 College St, Toronto, ON M6G 1C5, Canada",NaT,NaT
164,Tim Hortons - 745 College St (Baked Goods),2023-02-27T03:45:00Z,12.603185927867672,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 157, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 157, 'month_count': 4}]",4.560509554140127,"745 College St, Toronto, ON M6G 1C5, Canada",0-02-26 20:30:00,0-02-26 22:45:00
165,The Jerk Spot (Carribean Delights),2023-02-27T00:00:00Z,12.60896048308485,0,MEAL,"Surprise bag may contain Patties or leftover food items (meat, rice, veggies, etc). Looking for a good home! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 45, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 45, 'month_count': 4}]",4.666666666666667,"149 Baldwin St, Toronto, ON M5T 1L9, Canada",0-02-26 18:00:00,0-02-26 19:00:00
167,The Petit Paris (Surprise Bag),2023-02-26T22:45:00Z,12.614639686644637,0,BAKED_GOODS,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 248, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 248, 'month_count': 6}]",4.701298701298701,"1879 Gerrard St E, Toronto, ON M4L 2B8, Canada",0-02-26 17:15:00,0-02-26 17:45:00
168,Super Foodmart Natural (Produce Bag),2023-02-26T23:00:00Z,12.620863645694577,0,MEAL,"Your surprise bag will contain delicious fruit and vegetable. Some items may be slightly bruised, however still great to enjoy!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 213, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 213, 'month_count': 5}]",4.431924882629108,"210 Augusta Ave, Toronto, ON M5T 2L6, Canada",0-02-26 11:00:00,0-02-26 18:00:00
170,Café Zuzu (Pizza Bag),2023-02-26T21:00:00Z,12.622275538695085,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 122, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 122, 'month_count': 3}]",4.819672131147541,"555 Dundas St E, Toronto, ON M5A 2B7, Canada",0-02-26 15:00:00,0-02-26 16:00:00
171,Café Zuzu (Surprise Bag),2023-02-26T21:00:00Z,12.622275538695085,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 75, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 75, 'month_count': 3}]",4.653333333333333,"555 Dundas St E, Toronto, ON M5A 2B7, Canada",0-02-26 15:00:00,0-02-26 16:00:00
172,Café Zuzu (Sweet Bag),2023-02-26T21:00:00Z,12.622275538695085,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 112, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 112, 'month_count': 3}]",4.633928571428571,"555 Dundas St E, Toronto, ON M5A 2B7, Canada",0-02-26 15:00:00,0-02-26 16:00:00
173,Dipped Donuts (Regular Bag),2023-02-26T22:00:00Z,12.622326631198016,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 253, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 253, 'month_count': 6}]",4.5506607929515415,"161 Baldwin St, Toronto, ON M5T 1L9, Canada",0-02-26 16:45:00,0-02-26 17:00:00
174,Caribbean Corner (Assorted Items and Groceries),2023-02-26T22:00:00Z,12.62516099681565,0,GROCERIES,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 64, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 97, 'user_count': 64, 'month_count': 6}]",4.56140350877193,"171 Baldwin St, Toronto, ON M5T 1L9, Canada",0-02-26 11:00:00,0-02-26 17:00:00
175,Tasty Bun Bakery (Evening Bag),2023-02-26T19:00:00Z,12.627362855256193,4,BAKED_GOODS,Rescue a Surprise Bag filled with delicious baked goods. Mostly Portuguese buns but could also include pastries and croissants.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 87, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 87, 'month_count': 4}]",4.2988505747126435,"812 College St, Toronto, ON M6G 1C8, Canada",0-02-26 13:00:00,0-02-26 14:00:00
176,Tasty Bun Bakery (Morning Bag),2023-02-26T15:00:00Z,12.627362855256193,1,MEAL,Rescue a Surprise Bag filled with delicious baked goods. Mostly Portuguese buns but could also include pastries and croissants.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 95, 'user_count': 169, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 169, 'month_count': 4}]",4.431952662721893,"812 College St, Toronto, ON M6G 1C8, Canada",0-02-26 08:00:00,0-02-26 10:00:00
178,Golden Patty Bakery,2023-02-26T22:50:00Z,12.638319608443956,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 59, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 59, 'month_count': 0}]",4.508474576271187,"187 Baldwin St, Toronto, ON M5T 1M1, Canada",0-02-26 16:30:00,0-02-26 17:50:00
179,The Merseyside (Surprise Bag),,12.652233469995256,0,BAKED_GOODS,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food, most likely scones and sometimes soups or sandwiches.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 17, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 17, 'month_count': 1}]",4.764705882352941,"2413 Dundas St W, Toronto, ON M6P 1X3, Canada",NaT,NaT
181,Tim Hortons - 900 Dufferin St (Baked Goods),2023-02-26T22:50:00Z,12.669182934938085,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 115, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 115, 'month_count': 4}]",4.3130434782608695,"900 Dufferin St, Toronto, ON M6H 4B1, Canada",0-02-26 16:00:00,0-02-26 17:50:00
182,The Night Baker - College (Assorted Cookies),2023-02-26T18:30:00Z,12.66998483140106,0,BAKED_GOODS,Rescue a Surprise Bag filled with assorted cookies. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 427, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 427, 'month_count': 6}]",4.85012285012285,"825 College St, Toronto, ON M6G 1C9, Canada",0-02-26 12:00:00,0-02-26 13:30:00
184,Big Orange,,12.67933056737996,0,OTHER,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 34, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 34, 'month_count': 6}]",4.482758620689655,"900 Dufferin St, Toronto, ON M6H, Canada",NaT,NaT
187,Janelle's Kitchen,,12.696926436426859,0,BAKED_GOODS,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 22, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 22, 'month_count': 6}]",4.75,"843 College St, Toronto, ON M6H 1A1, Canada",NaT,NaT
188,The Candy Bar Toronto (Assorted Items),2023-02-26T23:00:00Z,12.704475703673683,3,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 93, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 93, 'month_count': 6}]",3.896551724137931,"849 College St, Toronto, ON M6H 1A1, Canada",0-02-26 17:30:00,0-02-26 18:00:00
192,The Anarchist,2023-02-26T22:00:00Z,12.735892194950777,0,BAKED_GOODS,"We have delicious doughnuts, portuguese tarts, cookies, scones, and more.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 147, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 147, 'month_count': 6}]",4.762962962962963,"190 Jarvis St, Toronto, ON M5B 2J9, Canada",0-02-26 16:30:00,0-02-26 17:00:00
193,That Pretzel Dough (Assorted Baked Goods),2023-02-26T23:00:00Z,12.740381057007216,16,OTHER,"Save a surprise bag filled of baked goods that could contain items like cookies, pretzels, muffins or even bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 265, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 265, 'month_count': 6}]",4.319672131147541,"2316 Major MacKenzie Dr W unit 3, Maple, ON L6A 1W6, Canada",0-02-26 17:00:00,0-02-26 18:00:00
194,Tim Hortons - 2571 St. Clair Ave W (Baked Goods),2023-02-27T01:00:00Z,12.750278292351263,1,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 97, 'user_count': 35, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 35, 'month_count': 4}]",4.371428571428571,"2571 St Clair Ave W, Toronto, ON M6N 4Z5, Canada",0-02-26 18:00:00,0-02-26 20:00:00
195,Brass Taps Pizza Pub (Surprise Bag),2023-02-26T21:00:00Z,12.75273408397496,0,MEAL,Your Surprise Bag may contain prepared foods or raw ingredients that will need to be cooked/finished at home. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 79, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 79, 'month_count': 6}]",3.9473684210526314,"934 College St, Toronto, ON M6H 1A4, Canada",0-02-26 12:00:00,0-02-26 16:00:00
197,APRIL SWEETS - Dufferin Mall (Large Bag),2023-02-26T23:00:00Z,12.75628095476696,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 162, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 162, 'month_count': 5}]",4.561728395061729,"900 Dufferin St, Toronto, ON M6H 4A9, Canada",0-02-26 17:00:00,0-02-26 18:00:00
201,Barocco x Nino,2023-02-26T21:45:00Z,12.801806573766205,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 474, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 474, 'month_count': 6}]",4.762557077625571,"974 College St, Toronto, ON M6H 1A5, Canada",0-02-26 16:30:00,0-02-26 17:00:00
202,Angithi Biryani and Wraps,,12.826791391808644,0,MEAL,Rescue a surprise bag from this high-end Indian/Pakistani halal restaurant. Food may be prepared to eat right away or might need to be warmed up at home for the best experience! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 184, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 184, 'month_count': 2}]",4.375,"234a Parliament St, Toronto, ON M5A 3A4, Canada",NaT,NaT
206,The Pantry Fine Cheese (Surprise Bag),,12.871925984003981,0,GROCERIES,"Your surprise bag may contain cheeses, packaged goods and savoury items, some may be past their best before date, but still good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 34, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 34, 'month_count': 3}]",4.294117647058823,"1620 Gerrard St E, Toronto, ON M4L 2A5, Canada",NaT,NaT
208,Metro - 1500 Royal York Rd (Baked Goods),2023-02-26T23:00:00Z,12.88400740743653,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 10, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 10, 'month_count': 0}]",4.1,"1500 Royal York Rd, Etobicoke, ON M9P 3B6, Canada",0-02-26 16:00:00,0-02-26 18:00:00
210,Blue Sky Fruit Market (Assorted Groceries),2023-02-27T02:00:00Z,12.897225300282665,2,GROCERIES,"From pantry staples to fresh produce, your surprise bag may contain some items close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 448, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 448, 'month_count': 6}]",4.446555819477434,"1574 Bloor St W, Toronto, ON M6P 1A4, Canada",0-02-26 12:00:00,0-02-26 21:00:00
211,Brettone Catering (Prepared Food - Extra Large),,12.910586661536653,0,MEAL,"Save a Surprise Bag filled with delicious food that is still great from the day's end, ready to be enjoyed. ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 14, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 14, 'month_count': 4}]",4.285714285714286,"830 Rowntree Dairy Rd unit 5, Woodbridge, ON L4L 5V8, Canada",NaT,NaT
