,display_name,purchase_end,distance,items_available,category,description,badges,rating,addres_line,pickup_interval.start,pickup_interval.end,id
138,Caffe Cinquecento,,7.124354535767794,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 58, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 76, 'user_count': 58, 'month_count': 6}]",3.7058823529411766,"901 Lawrence Ave W, North York, ON M6B 4E7, Canada",NaT,NaT,507100
139,Summerhill Market - Forest Hill (Seasonal Surprise Bag),,7.135692702725058,0,OTHER,Save a surprise bag will be filled with delicious holiday or seasonal products that the store has leftover.,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 19, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 79, 'user_count': 19, 'month_count': 1}]",4.052631578947368,"484 Eglinton Ave W, Toronto, ON M5N 1A5, Canada",NaT,NaT,645033
140,Summerhill Market - Forest Hill (Assorted Produce),2023-02-27T01:00:00Z,7.135692702725058,0,GROCERIES,Your surprise bag will most likely contain an assortment of fruits and vegetables! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 143, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 143, 'month_count': 6}]",4.233870967741935,"484 Eglinton Ave W, Toronto, ON M5N 1A5, Canada",0-02-26 18:00:00,0-02-26 20:00:00,371530
141,Summerhill Market - Forest Hill (Baked Goods),2023-02-27T01:00:00Z,7.135692702725058,0,BAKED_GOODS,"Your surprise bag will contain an assortment of baked goods. Some items maybe close to, or past the ""best before"" date, however you will not receive anything past the ""expiration"" date!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 204, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 204, 'month_count': 6}]",4.446927374301676,"484 Eglinton Ave W, Toronto, ON M5N 1A5, Canada",0-02-26 18:00:00,0-02-26 20:00:00,376264
143,Metro - 1090 Wilson (Baked Goods),2023-02-26T23:00:00Z,7.172917711882074,4,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 102, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 102, 'month_count': 3}]",4.401960784313726,"1090 Wilson Ave, North York, ON M3K 1G6, Canada",0-02-26 16:00:00,0-02-26 18:00:00,790549
144,Hale Coffee Company - Midtown,2023-02-26T22:00:00Z,7.215836681842787,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 35, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 97, 'user_count': 35, 'month_count': 6}]",4.0588235294117645,"2149 Yonge St, Toronto, ON M4S 2A7, Canada",0-02-26 09:00:00,0-02-26 17:00:00,516840
145,Tung Hing Bakery (Baked Goods),2023-02-26T19:30:00Z,7.222116924120242,0,BAKED_GOODS,Come and rescue some freshly baked Hong Kong/Vietnamese styled buns and breads that may be leftover from the day however still great to enjoy!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 392, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 392, 'month_count': 6}]",4.843406593406593,"2555 Victoria Park Ave, Scarborough, ON M1T 1A3, Canada",0-02-26 14:00:00,0-02-26 14:30:00,632425
146,La Petite Colline,,7.234508075455032,0,BAKED_GOODS,Rescue a Surprise Bag filled with delicious baked goods.,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 146, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 146, 'month_count': 6}]",4.617021276595745,"3355 Steeles Avenue East, Unit C5",NaT,NaT,505184
147,Pattycom  (Assorted Baked Goods),,7.29904544045191,0,BAKED_GOODS,"Rescue a Surprise Bag filled with delicious baked goods. Desserts, scones, all fresh and delicious.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 18, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 18, 'month_count': 6}]",4.529411764705882,"2737 Keele St, North York, ON M3M 2E9, Canada",NaT,NaT,509204
148,Basil Box  - York University ,2023-02-27T00:15:00Z,7.315810828178476,0,MEAL,"Your Surprise Bags may include rice, noodle, salad, proteins, veggies, peanuts and/or seeds ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 63, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 63, 'month_count': 6}]",4.051724137931035,"105 The Pond Rd, North York, ON M3J 0K9, Canada",0-02-26 18:45:00,0-02-26 19:15:00,506276
149,R Bakery Cafe (Baked Goods),2023-02-26T23:00:00Z,7.321779166438614,0,BAKED_GOODS,"Your surprise bag will contain delicious baked goods! Some leftover at day's end, but still delicious to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 36, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 36, 'month_count': 1}]",4.611111111111111,"326 Marlee Ave, North York, ON M6B 3H8, Canada",0-02-26 17:00:00,0-02-26 18:00:00,906620
150,Columbus bakery (Baked Goods and/or Prepared Foods),2023-02-27T01:00:00Z,7.3629122209044935,1,BAKED_GOODS,"Save a surprise bag filled with baked goods that could also contain Columbian prepared foods. Your surprise bag may contain baked goods like pastries, bread or prepared items that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 59, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 59, 'month_count': 4}]",4.271186440677966,"2931 Dufferin St, North York, ON M6B 3S7, Canadá",0-02-26 19:00:00,0-02-26 20:00:00,766644
151,Supermart (Supermart),2023-02-27T00:00:00Z,7.380244588484733,0,GROCERIES,Rescue a Surprise Bag containing a selection of grocery items.,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 130, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 130, 'month_count': 4}]",4.184615384615385,"1635 Bayview Ave, East York, ON M4G 3B5, Canada",0-02-26 11:00:00,0-02-26 19:00:00,766954
152,Padaria Toronto - Midtown (Baked Goods),,7.381239107064995,0,BAKED_GOODS,It's a surprise! You will receive delicious baked goods and/or bread. ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 266, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 266, 'month_count': 6}]",4.516806722689076,"5 Manor Rd E, Toronto, ON M4S 1P7, Canada",NaT,NaT,378060
153,Btrust Supermarket,2023-02-27T03:00:00Z,7.456184820723653,3,GROCERIES,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 62, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 62, 'month_count': 6}]",3.85,"1105 Wilson Ave, North York, ON M3M 1H2, Canada",0-02-26 21:00:00,0-02-26 22:00:00,507426
154,Amico Bakery,2023-02-26T20:30:00Z,7.464374731529402,0,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 371, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 371, 'month_count': 6}]",4.271676300578035,"2889 Dufferin St, North York, ON M6B 3S7, Canada",0-02-26 08:00:00,0-02-26 16:00:00,373032
155,Kung Fu Tea - Steelestech - North York,2023-02-27T04:00:00Z,7.469974067084017,0,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 154, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 154, 'month_count': 6}]",4.251798561151079,"3365 Steeles Ave E, North York, ON M2H 3S8, Canada",0-02-26 22:30:00,0-02-26 23:00:00,377766
156,Freshslice Pizza (Yonge St) - Yonge St (Surprise Bag),2023-02-27T04:30:00Z,7.486614416042072,1,MEAL,This box will contain 8 mixed XL slices. ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 486, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 486, 'month_count': 6}]",4.734020618556701,"2025 Yonge St, Toronto, ON M4S 2A2, Canada",0-02-26 11:00:00,0-02-26 23:59:00,378825
157,Rahier Patisserie,2023-02-26T22:00:00Z,7.49194552817914,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 562, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 562, 'month_count': 6}]",4.461397058823529,"1586 Bayview Ave, Toronto, ON M4G 3B7, Canada",0-02-26 16:30:00,0-02-26 17:00:00,509030
158,Tanuki Restaurant,,7.507445313872578,0,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 383, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 95, 'user_count': 383, 'month_count': 6}]",3.983050847457627,"3160 Steeles Ave E, Markham, ON L3R 4G9, Canada",NaT,NaT,517230
159,Tutto Pronto - Leaside,,7.543434411223493,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 95, 'user_count': 147, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 147, 'month_count': 6}]",4.347107438016529,"1551 Bayview Ave, East York, ON M4G 3B5, Canada",NaT,NaT,373776
161, Saint Germain Bakery  - Plaza (Cake),,7.546929226765637,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like cake that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 10, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 10, 'month_count': 1}]",4.6,"3330 Pharmacy Ave, Scarborough, ON M1W 3V8, Canada",NaT,NaT,518168
162, Saint Germain Bakery  - Plaza (Assorted products),2023-02-26T17:00:00Z,7.546929226765637,0,BAKED_GOODS,"Save a surprise bag filled with baked goods.Your surprise bag may contain baked goods like pastries, bread, sandwich or beverages that the store has left at the end of their day. May be frozen. Some items maybe close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 911, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 911, 'month_count': 6}]",4.371929824561404,"3330 Pharmacy Ave, Scarborough, ON M1W 3V8, Canada",0-02-26 10:00:00,0-02-26 12:00:00,378304
163,Aba's Bagel Company (Surprise Bag),2023-02-26T20:00:00Z,7.570077611711452,0,BAKED_GOODS,"Your surprise bag may contain bagels, cream cheese or pastries leftover at day's end, but still delicious to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 36, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 36, 'month_count': 0}]",4.416666666666667,"884 Eglinton Ave W, Toronto, ON M6C 2B6, Canada",0-02-26 14:00:00,0-02-26 15:00:00,940570
164,Subway - 510 Mt Pleasant Rd (Baked Goods),,7.595246245637102,0,BAKED_GOODS,"Save a surprise bag filled with baked goods! Your surprise bag will contain Subway’s famous bread and sometimes cookies that the store has left at the end of the day, however, still good to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 33, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 33, 'month_count': 5}]",4.212121212121212,"510 Mt Pleasant Rd, Toronto, ON M4S 2M2, Canada",NaT,NaT,765088
165,St. Urbain Bagel (Bagel Bag),2023-02-26T19:00:00Z,7.615651082048921,4,BAKED_GOODS,Rescue a Surprise Bag filled with delicious bagels,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 129, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 129, 'month_count': 4}]",4.395348837209302,"895 Eglinton Ave W, York, ON M6C 2C1, Canada",0-02-26 12:00:00,0-02-26 14:00:00,765360
166,3 Eggs All Day Grill (Prepared Foods),2023-02-26T19:45:00Z,7.6324992736718285,0,MEAL,Save a surprise bag filled with delicious breakfast or lunch items! Prepared meals ready to enjoy. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 106, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 106, 'month_count': 6}]",4.454545454545454,"936 Eglinton Ave W, Toronto, ON M6C 2C2, Canada",0-02-26 08:00:00,0-02-26 14:45:00,632824
167,Epi Bakehouse,2023-02-26T22:00:00Z,7.686684843398679,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 199, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 199, 'month_count': 6}]",4.786885245901639,"1526 Bayview Ave, Toronto, ON M4G 3B4, Canada",0-02-26 16:30:00,0-02-26 17:00:00,519041
168,Metro - 15 Ellesmere Rd (Baked Goods),2023-02-26T23:00:00Z,7.841790949403159,5,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 81, 'user_count': 32, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 32, 'month_count': 0}]",3.90625,"15 Ellesmere Rd, Scarborough, ON M1R 4B7, Canada",0-02-26 16:00:00,0-02-26 18:00:00,906983
169,Metro - 15 Ellesmere Rd (Cake Bag),2023-02-26T23:00:00Z,7.841790949403159,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 15, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 15, 'month_count': 0}]",4.733333333333333,"15 Ellesmere Rd, Scarborough, ON M1R 4B7, Canada",0-02-26 16:00:00,0-02-26 18:00:00,907013
170,LaRochelle Confections Inc.,,7.874072191356871,0,OTHER,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 26, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 26, 'month_count': 5}]",4.961538461538462,"209 Wicksteed Ave #32, Toronto, ON M4G, Canada",NaT,NaT,518221
171,Souperlicious (Prepared Meal),,7.921377262465913,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day, however still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 182, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 182, 'month_count': 3}]",4.615384615384615,"3245 Finch Ave E, Scarborough, ON M1W 4C1, Canada",NaT,NaT,791745
172,Toronto Yatai,2023-02-26T21:00:00Z,7.9434026678291,0,MEAL,Save a Surprise Bag and enjoy a surplus bag that typically may contain surplus Onigirazu and/or Donuts.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 85, 'user_count': 13, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 13, 'month_count': 0}]",4.153846153846154,"7500 Woodbine Ave, Markham, ON L3R 1A8, Canada",0-02-26 14:00:00,0-02-26 16:00:00,907705
173,Longo's - Leaside (Prepared Foods),2023-02-27T00:00:00Z,7.943766395202266,0,MEAL,"Your Surprise Bag will contain an assortment of surplus prepared foods. You may receive surplus salads, sides, pasta, and/or prepared meats.  Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 227, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 227, 'month_count': 6}]",4.153488372093023,"93 Laird Dr, Toronto, ON M4G 1Y2, Canada",0-02-26 17:00:00,0-02-26 19:00:00,647429
174,Longo's - Leaside (Baked Goods),2023-02-27T00:00:00Z,7.943766395202266,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 170, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 170, 'month_count': 6}]",4.352201257861635,"93 Laird Dr, Toronto, ON M4G 1Y2, Canada",0-02-26 17:00:00,0-02-26 19:00:00,632137
176,Tim Hortons - 1244 Lawrence Ave E (Baked Goods),2023-02-27T15:00:00Z,7.97708604680365,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 209, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 209, 'month_count': 4}]",4.521531100478469,"1244 Lawrence Ave E, North York, ON M3A 1C3, Canada",0-02-27 08:00:00,0-02-27 10:00:00,791068
180,Taste of Shawarma,2023-02-27T04:59:00Z,8.142210428968957,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 71, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 71, 'month_count': 6}]",4.455882352941177,"2488 Dufferin St, York, ON M6B 3R1, Canada",0-02-26 23:30:00,0-02-26 23:59:00,373728
182,Marché Leo's Market - North York (Prepared Items ),2023-02-26T20:00:00Z,8.159099148582392,1,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 160, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 160, 'month_count': 6}]",4.268965517241379,"150 Wynford Dr, North York, ON M3C 1K6, Canada",0-02-26 11:00:00,0-02-26 16:00:00,376665
183,Pizza Pizza - 2900 Warden Ave (Prepared meals),,8.183363838993124,0,MEAL,"Your bag may contain a variety of delicious individual slices, pizza, salads and/or french fries the store has left over from the day to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 18, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 18, 'month_count': 3}]",3.7222222222222223,"2900 Warden Ave., Scarborough, ON M1W 2S8, Canada",NaT,NaT,766230
184,Metro - 2900 Warden Ave (Baked Goods),2023-02-26T23:00:00Z,8.183363838993124,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 45, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 45, 'month_count': 0}]",4.2,"2900 Warden Ave., Scarborough, ON M1W 2S8, Canada",0-02-26 16:00:00,0-02-26 18:00:00,906990
185,Betta Yaad Taste Jamaican Kitchen (Prepared meals),2023-02-27T03:00:00Z,8.232750447752027,6,MEAL,Save a surprise bag filled with delicious Caribbean dishes that may be left over from the day however still great to enjoy! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 47, 'month_count': 2}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 47, 'month_count': 2}]",3.9361702127659575,"1568 Eglinton Ave W, York, ON M6E 2G8, Canada",0-02-26 10:00:00,0-02-26 22:00:00,792716
186,Kitchen Hub - Castlefield (Desserts ft. The Cheesecake Factory Bakery),,8.28008408395557,0,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 21, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 21, 'month_count': 2}]",4.428571428571429,"1121 Castlefield Ave, York, ON M6B 1E8, Canada",NaT,NaT,508797
187,Kitchen Hub - Castlefield (S'mores Convenience),,8.28008408395557,0,OTHER,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 12, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 12, 'month_count': 1}]",4.416666666666667,"1121 Castlefield Ave, York, ON M6B 1E8, Canada",NaT,NaT,518729
189,Pizza Pizza -  1393 Lawrence Ave W (Prepared meals),2023-02-26T20:00:00Z,8.41022729780588,3,MEAL,"Your bag may contain approximately 3-4 pizza slices, salad, wings or french fries the store has left at the end of the day! The Surprise Bag value is irrespective of any in-store deals or promotions.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 146, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 146, 'month_count': 6}]",4.198581560283688,"1393 Lawrence Ave W, Toronto, ON M6L 1A4, Canada",0-02-26 14:00:00,0-02-26 15:00:00,509516
190,Sheryl's Caribbean Cuisine ,2023-02-26T22:45:00Z,8.450800010149006,0,MEAL,Surprise bag packed with delicious Caribbean dishes that may be left over from the day however still great to enjoy! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 113, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 113, 'month_count': 6}]",4.619047619047619,"1720 Eglinton Ave W, York, ON M6E 2H5, Canada",0-02-26 17:30:00,0-02-26 17:45:00,379144
191,Kin-Kin Bakery & Bubble Tea (Finch Ave.),,8.467386550151701,0,BAKED_GOODS,"Save a surprise bag filled with baked goods.Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 83, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 83, 'month_count': 6}]",4.324675324675325,"1911 Finch Ave W, North York, ON M3N 2V2, Canada",NaT,NaT,505831
192,Metro - 1411 Lawrence Ave W (Baked Goods),2023-02-27T01:00:00Z,8.470487637135118,5,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 134, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 134, 'month_count': 3}]",4.522388059701493,"1411 Lawrence Ave W, Toronto, ON M6L 1A4, Canada",0-02-26 11:00:00,0-02-26 20:00:00,766174
